"loan_status","loan_amnt","int_rate","annual_inc","dti","delinq_2yrs","inq_last_6mths","pub_rec","revol_util","total_acc","term_36 months","term_60 months","region_Midwest","region_Northeast","region_South","region_West","grade_A","grade_B","grade_C","grade_D","grade_E","grade_F","grade_G","emp_length_0-3 years","emp_length_4-6 years","emp_length_7-9 years","emp_length_10+ years","home_ownership_MORTGAGE","home_ownership_OWN","home_ownership_RENT","verification_status_Not Verified","verification_status_Source Verified","verification_status_Verified","purpose_group_Big Purchase","purpose_group_Debt","purpose_group_Home","purpose_group_Medical/Other"
"Current",15000,0.203,95000,15.15,0,0,0,0.71,15,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"Current",12600,0.1903,37209.6,12.67,0,0,0,0.772,17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",25000,0.1825,46520.88,9.91,0,0,0,0.787,20,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",27700,0.203,60000,0.32,0,0,1,0.222,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"Current",15800,0.1825,83000,13.1,0,1,0,0.856,15,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Late",18000,0.1942,55000,13.07,0,2,0,0.476,34,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"Current",13200,0.1427,47000,12.61,0,0,0,0.725,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"Current",27000,0.1242,150000,12.84,0,0,0,0.311,37,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",12000,0.1427,33000,13.09,0,0,0,0.515,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"Current",5250,0.1758,59000,23.45,0,2,0,0.953,23,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Current",2500,0.1269,33840,14.82,1,0,0,0.275,11,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"Current",12250,0.1171,63996,23.76,0,0,0,0.722,30,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",24250,0.1903,54257,24,0,2,0,0.81,26,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",22000,0.1825,92000,19.64,2,2,0,0.232,20,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"Current",32000,0.2089,1e+05,18.84,0,1,0,0.739,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
"Current",25000,0.1527,150000,9.88,0,1,0,0.878,24,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",24000,0.1269,180000,6.77,0,3,0,0.516,19,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",29100,0.1065,83496,14,0,0,0,0.198,23,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",15000,0.1596,58000,23.75,0,1,0,0.618,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",23000,0.1269,80000,29.83,0,1,0,0.603,54,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",21000,0.1677,53000,14.72,0,1,0,0.921,16,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",15000,0.1727,41000,16.13,0,1,0,0.939,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"Current",6400,0.1942,21996,6.06,0,2,0,0.787,25,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"Current",14300,0.1171,30000,26.96,0,0,0,0.386,17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",17625,0.1758,43000,27.27,0,1,0,0.952,16,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",5000,0.1171,84000,7.81,0,0,0,0.264,17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"Current",14000,0.089,68124,11.45,0,0,0,0.474,24,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"Current",16750,0.1242,42000,23.83,0,2,0,0.281,26,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"Current",13200,0.1758,80000,15.33,0,0,0,0.876,16,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"Current",35000,0.1942,76519.82,20.89,0,1,0,0.933,28,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",8000,0.2167,45000,6.69,0,1,0,0.726,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"Current",8400,0.089,65508,7.44,0,0,0,0.087,23,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"Current",20000,0.1269,40000,15.48,0,1,0,0.551,16,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"Current",25000,0.1727,50400,21.07,0,0,0,0.674,24,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",14000,0.1349,67000,24.73,0,0,0,0.585,31,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",12800,0.1349,45000,16.59,0,0,0,0.859,14,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"Current",14000,0.1758,1e+05,10.01,0,0,0,0.693,12,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
"Current",31000,0.1242,62400,18.31,0,0,0,0.531,14,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",12900,0.1825,75000,21.79,0,0,0,0.731,23,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"Current",22000,0.1727,84000,13.8,0,1,0,0.583,36,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",25000,0.1171,60000,13.38,0,2,0,0.083,26,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"Current",24000,0.1758,125004,5.14,0,0,0,0.686,26,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",15000,0.1727,62000,22.16,0,1,0,0.741,45,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",23600,0.1864,60000,24.36,0,2,0,0.509,21,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"Current",16000,0.1596,61000,20.52,0,1,0,0.673,27,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",28000,0.2089,80000,18.77,0,1,0,0.905,19,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",35000,0.1864,140000,12,0,1,0,0.753,20,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",20000,0.1677,110000,5.5,0,1,0,0.925,16,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",35000,0.1864,248000,6.17,0,2,0,0.839,29,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",14000,0.1349,30000,19.44,0,0,0,0.92,20,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"Current",12000,0.1349,52000,21.42,0,1,0,0.518,15,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"Current",21000,0.2128,109992,10.89,0,0,0,0.862,35,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Current",26375,0.1758,158000,22.66,0,1,0,0.822,36,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",15000,0.1596,90000,14.35,0,1,0,0.592,17,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"Current",19200,0.1825,45000,15.2,0,1,0,0.804,29,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",18800,0.1349,58000,23.63,0,2,0,0.668,14,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.2206,90000,16.36,0,0,0,0.85,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",14675,0.1727,34500,24.52,0,1,0,0.894,21,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",28000,0.1171,75000,6.16,0,2,0,0.206,29,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"Current",11600,0.1427,35000,23.21,0,0,0,0.826,14,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.2206,95300,14.71,0,0,0,0.927,38,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",16550,0.1465,52000,9.88,0,1,0,0.846,14,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"Current",12000,0.1171,48000,23.3,0,0,0,0.698,27,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Current",15000,0.1065,64800,26.61,0,3,0,0.005,32,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
"Current",15000,0.2274,70000,22.32,0,0,0,0.982,17,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",3650,0.1758,29000,12.5,0,2,0,0.874,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"Current",14000,0.1349,33936,19.77,0,0,0,0.693,9,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"Current",21000,0.1242,70000,7.35,0,2,0,0.296,26,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Current",24000,0.1903,98000,23.74,0,0,0,0.788,20,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",19075,0.203,50000,22.75,1,0,0,0.678,51,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",15000,0.1527,29000,11.88,0,1,0,0.738,16,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",25975,0.2206,66000,24.85,0,1,0,0.849,28,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",5000,0.0991,98580,15.41,0,0,0,0,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"Current",28000,0.1825,157000,10.84,0,0,0,0.601,39,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"Current",15000,0.2089,59000,11.33,0,1,0,0.929,25,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"Current",30000,0.1465,70000,17.16,0,5,0,0.079,31,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",14000,0.1465,81000,22.33,0,2,0,0.777,19,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"In Grace Period",15850,0.2128,66000,22.8,1,1,0,0.921,36,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.1242,101000,18.75,0,0,0,0.788,41,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",30000,0.203,180000,23.42,0,0,0,0.603,32,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"Late",14125,0.1942,50620,22.78,0,1,0,0.751,47,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",35000,0.2128,120000,11.27,0,2,0,0.823,32,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"In Grace Period",6700,0.1527,26000,16.43,0,3,0,0.541,36,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"Current",35000,0.1171,100500,19.9,0,0,0,0.666,33,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",10500,0.1942,50000,6.36,0,3,0,0.661,16,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"Current",20000,0.1349,75000,25.23,0,0,0,0.75,20,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"Current",20000,0.1171,45000,6.11,0,0,0,0.387,15,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",20000,0.1596,80856,11.92,0,1,0,0.651,10,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",28000,0.1864,140000,17.76,0,1,0,0.149,21,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"Current",22400,0.1825,51000,16,0,2,0,0.257,43,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",30500,0.1427,125000,17.2,0,0,0,0.625,29,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"In Grace Period",20000,0.1427,120000,24.5,0,0,0,0.58,60,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"Current",13200,0.1349,42996,4.63,0,0,0,0.172,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"Current",21600,0.1677,75000,10.46,0,0,0,0.807,12,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"Current",14000,0.1677,108000,18.39,0,0,0,0.675,33,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"Current",16000,0.1677,120000,16.44,0,0,0,0.881,25,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Current",5000,0.1991,97008,24.76,0,1,0,0.999,33,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"Current",16000,0.1758,32000,16.73,1,1,0,0.534,18,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"Current",12800,0.089,50400,19.9,0,0,0,0.228,13,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"Current",32275,0.1171,77000,18.12,0,0,0,0.633,16,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",7800,0.0991,50004,10.97,0,0,0,0.627,30,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",25000,0.1065,79000,14.92,0,0,0,0.353,24,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",7500,0.1903,150000,4.5,0,0,0,0.519,19,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"Current",30400,0.2128,110000,7.42,0,3,0,0.857,36,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",9600,0.1677,60000,8.54,0,0,0,0.773,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"Current",15000,0.1758,48000,20.32,0,0,0,0.661,27,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"Current",30000,0.1991,173156,9.65,1,1,0,0.566,37,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",19000,0.1677,45000,23.25,3,0,0,0.602,21,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",16000,0.1864,46000,22.46,0,2,0,0.941,16,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",13000,0.1465,60000,12.3,0,1,0,0.716,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.1242,150000,10.38,0,0,0,0.633,28,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"Current",23000,0.1427,73000,21.14,0,0,0,0.939,24,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",30000,0.1171,115000,12.27,0,0,0,0.408,29,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",12000,0.089,60000,9.6,0,0,0,0.011,31,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",15000,0.1727,70000,14.83,0,1,0,0.593,30,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Current",4600,0.1727,37000,24.23,0,0,0,0.526,24,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"Current",3000,0.1527,56004,4.5,0,2,0,0.193,25,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"Current",6000,0.1903,38400,20.47,0,1,1,0.837,10,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"Current",12600,0.079,48000,6.4,0,0,0,0.142,16,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"Current",20000,0.1065,52000,29.63,0,0,0,0.575,14,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.2206,145000,12.94,3,0,0,0.199,61,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",15000,0.1427,95000,13.72,0,0,0,0.667,14,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"Current",35000,0.2128,120000,8.12,1,1,0,0.894,20,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Late",12000,0.1596,116000,8.86,0,2,0,0.557,17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"Late",24925,0.1727,117961,23.2,0,0,0,0.799,23,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",14400,0.1727,34008,11.75,1,1,0,0.283,17,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",35000,0.2274,120000,24,0,0,0,0.714,35,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"Current",2000,0.1864,42000,7.89,0,1,0,0.627,9,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"Current",35000,0.2089,160000,12.11,0,1,2,0.914,21,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",30000,0.0991,72000,9.05,0,0,0,0.058,25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"Current",6600,0.1727,43500,0.41,0,0,0,0.118,9,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"Current",13500,0.079,27000,17.33,0,0,0,0.378,17,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",20000,0.1677,79000,9.6,0,1,0,0.85,25,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
